"scene_code","scene_template_num","business_type_code","business_type_level","primary_tag_code","secondary_tag_code","secondary_title_level","usergroup_id","image_location","channel_touch_code_set","status","is_scene_all_touch_query","exclusive_scene_id","order_field","creator_id","create_time","update_time"
"1859827586784331009","00030","BU02","3","STJ","STJ014","1","1857034641845133312",,"{""100011"":""50011""}","60","1",,,"mengll","12/11/2024 16:55:28","9/1/2025 23:40:02"
"1859827586784331010","00033","BU02","3","STJ","STJ014","1","1857035880020451328",,"{""100011"":""50011""}","60","1",,,"mengll","12/11/2024 16:55:28","9/1/2025 23:40:02"
"1859827586784331011","00034","BU02","3","STJ","STJ014","1","1857036061986136064",,"{""100011"":""50011""}","60","1",,,"mengll","12/11/2024 16:55:28","9/1/2025 23:40:02"
"1859827586784331033","00082","BU05","10","SGZ","SGZ003","6","1857039353084383233",,"{""100006"":""9001101011""}","60","1","",,"mengll","12/11/2024 18:46:10","9/1/2025 23:40:03"
"1859827586784331034","00084","BU05","10","SYJ","SYJ005","4","1857040191500722177",,"{""100006"":""9001101002"",""1849751017281953793"":""10004500004""}","60","1","00143,00239",,"mengll","12/11/2024 18:43:37","9/1/2025 23:40:03"
"1859827586784331035","00085","BU05","10","SGZ","SGZ003","6","1857040540647170048",,"{""100006"":""9001101002"",""1849751017281953793"":""10004500004""}","60","1","00120,00230,00122,00232,00125,00235,00126,00141,00237",,"mengll","12/11/2024 18:43:37","9/1/2025 23:40:03"
"1859827586784331036","00086","BU05","10","SGZ","SGZ003","6","1857039353084383233",,"{""100006"":""9001101002"",""1849751017281953793"":""10004500004""}","60","1","",,"mengll","12/11/2024 18:43:37","9/1/2025 23:40:04"
"1859827586784331037","00214","BU05","10","SGZ","SGZ003","6","1857047325080428545",,"{""100006"":""9001101002"",""1849751017281953793"":""10004500004""}","60","1","",,"mengll","12/11/2024 19:18:23","9/1/2025 23:40:05"
"1859827586784331038","00087","BU05","10","SYH","SYH007","7","1857041221986689024",,"{""100006"":""9001101002"",""1849751017281953793"":""10004500004""}","60","1","00128",,"mengll","12/11/2024 18:43:37","9/1/2025 23:40:05"
"1859827586784331039","00088","BU05","10","SGZ","SGZ003","6","1857041447791239168",,"{""100011"":""50011""}","60","1",,,"mengll","12/11/2024 18:43:37","9/1/2025 23:40:05"
"1859827586784331040","00215","BU05","10","SGZ","SGZ003","6","1857047594145030145",,"{""100011"":""50011""}","60","1",,,"mengll","12/11/2024 19:18:23","9/1/2025 23:40:05"
"1859827586784331041","00089","BU05","10","SGZ","SGZ003","6","1857042134835011584",,"{""100011"":""50011""}","60","1",,,"mengll","12/11/2024 18:43:37","9/1/2025 23:40:06"
"1859827586784331042","00216","BU05","10","SGZ","SGZ003","6","1857047648415129600",,"{""100011"":""50011""}","60","1",,,"mengll","12/11/2024 19:18:23","9/1/2025 23:40:06"
"1859827586784331043","00091","BU05","10","SYJ","SYJ003","6","1857043388537511936",,"{""100006"":""9001101011""}","60","1",,,"mengll","12/11/2024 18:43:37","9/1/2025 23:40:06"
"1859827586784331044","00092","BU05","10","SYJ","SYJ003","6","1857043388537511936",,"{""100006"":""9001101002"",""1849751017281953793"":""10004500004""}","60","1",,,"mengll","12/11/2024 18:43:37","9/1/2025 23:40:07"
"1859827586784331045","00217","BU05","10","SYJ","SYJ003","6","1857048009423069185",,"{""100006"":""9001101002"",""1849751017281953793"":""10004500004""}","60","1",,,"mengll","12/11/2024 19:18:23","9/1/2025 23:40:07"
"1859827586784331046","00093","BU05","10","SYJ","SYJ003","6","1857043673167175681",,"{""100011"":""50011""}","60","1",,,"mengll","12/11/2024 18:43:37","9/1/2025 23:40:07"
"1859827586784331047","00218","BU05","10","SYJ","SYJ003","6","1857048054205652992",,"{""100011"":""50011""}","60","1",,,"mengll","12/11/2024 19:18:23","9/1/2025 23:40:08"
